original_address,original___parsed_extra,lat,lon,formatted,housenumber,name,street,district,suburb,postcode,city,confidence_city_level,county,state,confidence_street_level,country,country_code,confidence,attribution,attribution_license,attribution_url
"ROKOLYA UTCA 38.,"" BUDAPEST"",47.541553449999995,19.092355263410376,""Budapest, Rokolya utca 38, 1131, Magyarország"",,38,Rokolya utca,,1131,XIII. kerület,Angyalföld,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ROKOLYA UTCA 36.,"" BUDAPEST"",47.5415551,19.0920817,""Budapest, Rokolya utca 36, 1131, Magyarország"",,36,Rokolya utca,,1131,XIII. kerület,Angyalföld,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"CSERHALOM UTCA 7.,"" BUDAPEST"",47.5466742,19.07017475598131,""Budapest, Cserhalom utca 5-7, 1138, Magyarország"",,5-7,Cserhalom utca,,1138,XIII. kerület,Vizafogó,,,Budapest,Közép-Magyarország,Magyarország,hu,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"MURA UTCA 4.,"" BUDAPEST"",47.5471813,19.0703364,""Budapest, Mura utca 4, 1138, Magyarország"",,4,Mura utca,,1138,XIII. kerület,Vizafogó,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"JÓZSEF A UTCA 34.,"" VESZPRÉM"",47.68306065,17.65023044266637,""Győr, Mester utca 34, 9023, Magyarország"",,34,Mester utca,Győr-Moson-Sopron vármegye,9023,,Nádorváros,,,Győr,Nyugat-Dunántúl,Magyarország,hu,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ISTENHEGYI ÚT 7/B,"" BUDAPEST"",47.498162199999996,19.017409405407996,""Budapest, Istenhegyi út 7/b, 1126, Magyarország"",,7/b,Istenhegyi út,,1126,XII. kerület,Kissvábhegy,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
FECSKE UTCA 7.
"LISZT FERENC SÉTÁNY 16.,"" SIÓFOK"",47.7801537,19.1233914,""Vác, Liszt Ferenc sétány 16, 2600, Magyarország"",,16,Liszt Ferenc sétány,Pest vármegye,2600,,Belváros,,,Vác,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"MÁRTON UTCA 37.,"" BUDAPEST"",47.48069085,19.0826184282431,""Budapest, Márton utca 37, 1094, Magyarország"",,37,Márton utca,,1094,IX. kerület,Középső-Ferencváros,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"NEUMANN JÁNOS UTCA 1.,"" BUDAPEST"",47.4578715,18.935464,""Budaörs, Neumann János utca 1, 2040, Magyarország"",,1,Neumann János utca,Pest vármegye,2040,,Lakótelep,,,Budaörs,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"KRISZTINA TÉR 2.,"" BUDAPEST"",47.7616358,18.5593647,""Nyergesújfalu, Krisztina tér 2, 2536, Magyarország"",,2,Krisztina tér,Komárom-Esztergom vármegye,2536,,,,,Nyergesújfalu,Közép-Dunántúl,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"TÁBLÁS UTCA 36-38.,"" BUDAPEST"",47.4570701,19.1033834,""Budapest, Táblás utca 37, 1097, Magyarország"",,37,Táblás utca,Budapest,1097,,Gubacsi Dulo,,,Budapest,Közép-Magyarország,Magyarország,hu,0.7,,,"
"BOZSIK JÓZSEF SÉTÁNY,"" BUDAPEST"",47.4337258,19.1521724,""Budapest, Bozsik József sétány, 1194, Magyarország"",Bozsik József sétány,,Bozsik József sétány,,1194,XIX. kerület,Kispest,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"EGRESSY ÚT 6/B - ILKA U. 2-4.,"" BUDAPEST"",47.5050935,19.1009344,""Budapest, Egressy út 6a, 1149, Magyarország"",,6a,Egressy út,Budapest,1149,,Istvanmezo,0.63,0.63,Budapest,Közép-Magyarország,Magyarország,hu,0.45403448275862063,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"IV. KERÜLET VÁCI ÚT 119/C,"" BUDAPEST"",47.5955307,19.0896392,""Budapest, Váci út, 1044, Magyarország"",Váci út,,Váci út,,1044,IV. kerület,Megyeri Hídfő,1,1,Budapest,Közép-Magyarország,Magyarország,hu,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"HOSÖK TERE 10.,"" SÁTORALJÚJHELY"",47.7857611,18.7418094,""Esztergom, Hősök tere 10, 2500, Magyarország"",,10,Hősök tere,Komárom-Esztergom vármegye,2500,,Csutimonostor,,,Esztergom,Közép-Dunántúl,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"PETUR UTCA 7.,"" BUDAPEST"",47.458440100000004,19.127939494419742,""Wekerlei Kultúrház és Könyvtár, Budapest, Petur utca 7, 1192, Magyarország"",Wekerlei Kultúrház és Könyvtár,7,Petur utca,,1192,XIX. kerület,Wekerletelep,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ATTILA ÚT 4. BUDAPEST,,47.49719065,19.033324327962625,""Budapest, Attila út 4, 1013, Magyarország"",,4,Attila út,,1013,I. kerület,Naphegy,1,1,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ERZSÉBET KÖRÚT 9-11. BA 1008,"" BUDAPEST"",47.4972874,19.07065,""Budapest, Erzsébet körút 9, 1073, Magyarország"",,9,Erzsébet körút,Budapest,1073,,Pest,0.1875,0.16875,Budapest,Közép-Magyarország,Magyarország,hu,0.675,,,"
"OSVÁT UTCA 2-8. BA 1009,"" BUDAPEST"",47.4979213,19.0721299,""Budapest, Osvát utca 2, 1073, Magyarország"",,2,Osvát utca,Budapest,1073,,Budapest VI. kerülete,,,Budapest,Közép-Magyarország,Magyarország,hu,0.6260869565217392,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"LOPORTÁR UTCA 20/A.,"" BUDAPEST"",47.5196257,19.0663537,""Átrium 3, Budapest, Lőportár utca 20/a, 1134, Magyarország"",Átrium 3,20/a,Lőportár utca,,1134,XIII. kerület,Angyalföld,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"TARTSAY VILMOS UTCA 4.,"" SZEKSZÁRD"",47.4920214,19.0234893,""Budapest, Tartsay Vilmos utca 4, 1126, Magyarország"",,4,Tartsay Vilmos utca,,1126,XII. kerület,Németvölgy,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"CSONGOR UTCA 5-7.,"" BUDAPEST"",46.685203,21.1097,""Békéscsaba, Csongor utca, 5600, Magyarország"",Csongor utca,,Csongor utca,Békés vármegye,5600,,Békekertek,,,Békéscsaba,Dél-Alföld,Magyarország,hu,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"DOLMÁNY UTCA 31.-REITTER FERENC UTCA 161,,47.5428972,19.0927626,""Budapest, Reitter Ferenc utca 161, 1131, Magyarország"",,161,Reitter Ferenc utca,Budapest,1131,XIII. kerület,Angyalföld,,,Budapest,Közép-Magyarország,Magyarország,hu,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"VÁSÁR UTCA 2.,"" KISÚJSZÁLLÁS"",47.4933961,19.0727424,""Budapest, Vásár utca 2, 1084, Magyarország"",,2,Vásár utca,,1084,VIII. kerület,Józsefváros,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"SZENTHÁROMSÁG TÉR 1.,"" KALOCSA"",47.6246314,17.4860163,""Rábapatona, Szentháromság tér 1, 9142, Magyarország"",,1,Szentháromság tér,Győr-Moson-Sopron vármegye,9142,,,,,Rábapatona,Nyugat-Dunántúl,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"SZENTÁROMSÁG TÉR1.,"" KALOCSA"",,,,,,,,,,,,,,,,,,,,"
"PETOFI SÁNDOR UTCA 17.,"" BUDAPEST"",47.7312223,18.8428262,""Esztergom, Petőfi Sándor utca 17, 2508, Magyarország"",,17,Petőfi Sándor utca,Komárom-Esztergom vármegye,2508,,,,,Esztergom,Közép-Dunántúl,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"MADÁCH IMRE UTCA 2,"" BALASSAGYARMAT"",47.38507775,18.916223304514492,""Érd, Madách Imre utca 2, 2030, Magyarország"",,2,Madách Imre utca,Pest vármegye,2030,,Postás-telep,,,Érd,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"MARKÓ UTCA 25.,"" BUDAPEST"",47.5090863,19.0512008,""Budapest, Markó utca 23-25, 1055, Magyarország"",Markó utca,23-25,Markó utca,,1055,V. kerület,Lipótváros,,,Budapest,Közép-Magyarország,Magyarország,hu,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"II. RÁKÓCZI FERENC ÚT 78-82.,"" BUDAPEST"",47.432960449999996,19.068174222949345,""Budapesti XX., XXI. és XXIII. Kerületi Bíróság, Budapest, II. Rákóczi Ferenc út 78-82, 1211, Magyarország"",""Budapesti XX., XXI. és XXIII. Kerületi Bíróság"",78-82,II. Rákóczi Ferenc út,,1211,XXI. kerület,Csepel-Belváros,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"TÖLGYFA UTCA 1-3.,"" BUDAPEST"",47.5120447,19.0358942,""Budapest, Tölgyfa utca 1-3, 1027, Magyarország"",,1-3,Tölgyfa utca,,1027,II. kerület,Országút,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"VARSÁNYI IRÉN UTCA 38-40.,"" BUDAPEST"",47.50849515,19.028743839379267,""Budapest, Varsányi Irén utca 38-40, 1027, Magyarország"",,38-40,Varsányi Irén utca,,1027,II. kerület,Víziváros,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"HONFOGLALÁS UTCA 40. BUDAPEST,,47.5688569,18.9403166,""Honfoglalás utca, Budapest, József Attila útja, 1029, Magyarország"",Honfoglalás utca,,József Attila útja,,1029,II. kerület,Budaliget,1,,Budapest,Közép-Magyarország,Magyarország,hu,0.896551724137931,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ZÁPOR UTCA 11/A,"" BUDAPEST"",47.534552500000004,19.036762704827716,""Prestige residence, Budapest, Zápor utca 11/a, 1034, Magyarország"",Prestige residence,11/a,Zápor utca,,1034,III. kerület,Óbuda,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"FÁY UTCA 75.,"" BUDAPEST"",47.5347352,19.0855451,""Budapest, Fáy utca 75, 1135, Magyarország"",,75,Fáy utca,,1135,XIII. kerület,Angyalföld,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"LOVÉR KÖRÚT 82. SOPRON,,47.6744257,16.5677771,""Sopron, Lővér körút 82, 9400, Magyarország"",,82,Lővér körút,Győr-Moson-Sopron vármegye,9400,Ibolya úti lakótelep,Felsőlövérek,1,1,Sopron,Nyugat-Dunántúl,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"MÁTYÁS KIRÁLY SÉTÁNY 1/B,"" HAJDÚSZOBOSZLÓ"",47.4519375,21.4034028,""Hajdúszoboszló, Mátyás király sétány, 4200, Magyarország"",Mátyás király sétány,,Mátyás király sétány,Hajdú-Bihar vármegye,4200,,,,,Hajdúszoboszló,Észak-Alföld,Magyarország,hu,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"TALLÉR U 20,"" NYÍREGYHÁZA"",47.51394565,19.1050950926859,""Budapest, Tallér utca 20, 1145, Magyarország"",,20,Tallér utca,,1145,XIV. kerület,Törökőr,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ALSÓRÁDA UTCA 2.,"" BUGYI"",47.70035,19.076983,""Leányfalu, Gerinc utca utca, Magyarország"",,,Gerinc utca utca,Pest,,,,,,Leányfalu,Közép-Magyarország,Magyarország,hu,0.315,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"TOLDY FERENC UTCA 19.,"" BUDAPEST"",47.444668750000005,19.11525742070686,""Budapest, Toldy Ferenc utca 19, 1205, Magyarország"",,19,Toldy Ferenc utca,,1205,XX. kerület,Erzsébetfalva,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"POZSONYI UTCA 4/C,"" BUDAPEST"",47.5536595,19.0905701,""Budapest, Pozsonyi utca 4/c, 1045, Magyarország"",,4/c,Pozsonyi utca,,1045,IV. kerület,Újpest,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"VÁCI ÚT 191,"" BUDAPEST"",47.5570218,19.0769288,""Budapest, Váci út 191, 1138, Magyarország"",,191,Váci út,,1138,XIII. kerület,Angyalföld,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"TÖRÖKVÉSZ ÚT 131.B,"" BUDAPEST"",47.532738550000005,18.995651000000002,""Budapest, Törökvész út 131/b, 1025, Magyarország"",,131/b,Törökvész út,,1025,II. kerület,Csatárka,,,Budapest,Közép-Magyarország,Magyarország,hu,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"GARIBALDI UTCA 2.,"" BUDAÖRS"",47.505077150000005,19.046732072807206,""Miniszterelnöki Kabinetiroda, Budapest, Garibaldi utca 2, 1054, Magyarország"",Miniszterelnöki Kabinetiroda,2,Garibaldi utca,,1054,V. kerület,Lipótváros,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"HORÁNSZKY UTCA 6.,"" BUDAPEST"",47.492365649999996,19.067784052633684,""Rajk László Szakkollégium, Budapest, Horánszky utca 6, 1085, Magyarország"",Rajk László Szakkollégium,6,Horánszky utca,,1085,VIII. kerület,Palotanegyed,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"RÉV UTCA 2.,"" VISEGRÁD"",47.7860011,18.9694667,""Visegrád, Rév utca 2, 2025, Magyarország"",,2,Rév utca,Pest vármegye,2025,,Újtelep,,,Visegrád,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"TAKSONY UTCA 7.,BUDAPEST,47.4575974,19.127397555232953,""Budapest, Taksony utca 7, 1192, Magyarország"",,7,Taksony utca,,1192,XIX. kerület,Wekerletelep,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"TAKSONY UTCA 9.,"" BUDAPEST"",47.5216468,19.0655807,""Budapest, Taksony utca 9, 1134, Magyarország"",,9,Taksony utca,,1134,XIII. kerület,Angyalföld,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"FÁY UTCA 71. TÁRSASHÁZ,"" BUDAPEST"",46.878875,20.478248,""Békésszentandrás, Fáy utca, Magyarország"",,,Fáy utca,Békés,,,,,,Békésszentandrás,Dél-Alföld,Magyarország,hu,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ZÁCH UTCA 6.,"" BUDAPEST"",47.7864619,18.9713113,""Visegrád, Zách Klára utca 6, 2025, Magyarország"",,6,Zách Klára utca,Pest vármegye,2025,,Újkert,,,Visegrád,Közép-Magyarország,Magyarország,hu,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"ZÁCH UTCA 6,"" BUDAPEST"",47.7864619,18.9713113,""Visegrád, Zách Klára utca 6, 2025, Magyarország"",,6,Zách Klára utca,Pest vármegye,2025,,Újkert,,,Visegrád,Közép-Magyarország,Magyarország,hu,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"FEKETEFENYO UTCA 18-20.,"" BUDAPEST"",47.623873,18.8874412,""Pilisvörösvár, Feketefenyő utca, 2085, Magyarország"",Feketefenyő utca,,Feketefenyő utca,Pest vármegye,2085,,Öreghegyikertek,,,Pilisvörösvár,Közép-Magyarország,Magyarország,hu,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"MÁRTONHEGYI ÚT 46.,"" BUDAPEST"",47.4931747,19.0084631,""Budapest, Mártonhegyi út 46, 1124, Magyarország"",,46,Mártonhegyi út,,1124,XII. kerület,Orbánhegy,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"CSERHALOM UTCA 5.,"" BUDAPEST"",47.5466742,19.07017475598131,""Budapest, Cserhalom utca 5-7, 1138, Magyarország"",,5-7,Cserhalom utca,,1138,XIII. kerület,Vizafogó,,,Budapest,Közép-Magyarország,Magyarország,hu,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"CSAVARGYÁR UTCA 3.,"" BUDAPEST"",47.5461953,19.0697537,""Budapest, Csavargyár utca 3, 1138, Magyarország"",,3,Csavargyár utca,,1138,XIII. kerület,Vizafogó,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"BAKA UTCA 2.,"" BUDAPEST"",46.3591216,18.70925125,""Szekszárd, Baka utca 2, 7100, Magyarország"",,2,Baka utca,Tolna vármegye,7100,,Újváros,,,Szekszárd,Dél-Dunántúl,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"SZERVITA TÉR 8. TÁRSASHÁZ,"" BUDAPEST"",46.2468912,20.141899234043077,""SZTE József Attila Tanulmányi és Információs Központ (TIK), Szeged, Ady tér 10, 6722, Magyarország"",SZTE József Attila Tanulmányi és Információs Központ (TIK),10,Ady tér,Csongrád-Csanád vármegye,6722,,Belváros,,,Szeged,Dél-Alföld,Magyarország,hu,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"DÓZSA GYÖRGY ÚT 61-63,"" BUDAPEST"",46.6238736,18.8586968,""Paks, Dózsa György út 62, Magyarország"",,62,Dózsa György út,Tolna,,,,,,Paks,Dél-Dunántúl,Magyarország,hu,0.7,,,"
"PETNEHÁZY UTCA 2-4.,"" BUDAPEST"",47.5339899,19.0678443,""Magyar Posta, Budapest, Petneházy utca 2-4, 1376, Magyarország"",Magyar Posta,2-4,Petneházy utca,,1376,XIII. kerület,Göncz Árpád városközpont,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"GYÁR UTCA 2. BUDAÖRS,,47.471195,18.901076,""Don Pepe, Budaörs, Gyár utca 2, 2040, Magyarország"",Don Pepe,2,Gyár utca,Pest vármegye,2040,,Nyugati ipari gazdasági terület,1,1,Budaörs,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"RUTHÉN ÚT 21.,"" BUDAPEST"",47.53237825,19.002153585818565,""Budapest, Ruthén út 21, 1025, Magyarország"",,21,Ruthén út,,1025,II. kerület,Csatárka,,,Budapest,Közép-Magyarország,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
"KOSSUTH UTCA 74.,"" BUDAPEST"",46.1430283,18.115704415923567,""Abaliget, Kossuth utca 74, 7678, Magyarország"",,74,Kossuth utca,Baranya vármegye,7678,,,,,Abaliget,Dél-Dunántúl,Magyarország,hu,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright"
